"task_id","simulation_seed","observed_data_md5","model","display_model","error_scope","mean_error_value"
124,1124,"fee16d34d4badef781de40b823c932b3","gamma_noise","Gamma-noise","Through week 5",0.167086773426178
125,1125,"49b1406d1f09cf7ccfb97517eb1d686b","gamma_noise","Gamma-noise","Through week 5",0.392021872937573
126,1126,"89c12c0c7af03e2dcd492d20daed2fb8","gamma_noise","Gamma-noise","Through week 5",-0.135244764472179
127,1127,"d6cf87e625366c1649bd82f3bda75a50","gamma_noise","Gamma-noise","Through week 5",-0.439868638570365
128,1128,"e7c98f0c8ff03fc89b23b860ab6e055c","gamma_noise","Gamma-noise","Through week 5",-0.498331987384092
129,1129,"89bab4fa545504e51f4b5b765fa2b9ae","gamma_noise","Gamma-noise","Through week 5",0.0264777698253055
130,1130,"bf14545e60a11dc820244df794a9bbde","gamma_noise","Gamma-noise","Through week 5",-0.705910023124617
131,1131,"f9b4bd3734443873f1d31c98484de516","gamma_noise","Gamma-noise","Through week 5",-0.0549410400483286
132,1132,"b571595faf7cf9bf9fb646335e089636","gamma_noise","Gamma-noise","Through week 5",-0.806594957326044
133,1133,"0a62c14ca9858effb08a88d2cabe1673","gamma_noise","Gamma-noise","Through week 5",0.158234806762417
134,1134,"6cdb8dae15bac319b768e307416ee6b2","gamma_noise","Gamma-noise","Through week 5",0.113942758415274
135,1135,"f5fbe5bac9e630e09a5f83fdcd75b932","gamma_noise","Gamma-noise","Through week 5",0.145332791783516
136,1136,"75dc159ba49385507004b04106ac29e8","gamma_noise","Gamma-noise","Through week 5",0.172494297506206
137,1137,"25af99e573ba8708856ba71f5d31801d","gamma_noise","Gamma-noise","Through week 5",-0.118382775539383
138,1138,"24ce0d2a3efbc542f5ad5931cbdb79aa","gamma_noise","Gamma-noise","Through week 5",-0.0795590622636683
139,1139,"392c573a8d8baf810091dbff34258106","gamma_noise","Gamma-noise","Through week 5",0.151624729773996
140,1140,"9af7f4bb9f26f77c38c192936cf0be33","gamma_noise","Gamma-noise","Through week 5",-0.233366321960179
141,1141,"bd55561900b24ec7c3c7ac64a514ac02","gamma_noise","Gamma-noise","Through week 5",0.188207784587962
142,1142,"d1a06c9101d2c0ee727ae600038327ba","gamma_noise","Gamma-noise","Through week 5",0.239019847277919
143,1143,"5e8bbd223a147392f54cce5f77c7b52e","gamma_noise","Gamma-noise","Through week 5",-0.235025108613138
144,1144,"a7c2af9704a9238a0ba07d099939a75d","gamma_noise","Gamma-noise","Through week 5",-0.360470367557188
145,1145,"2db60151e6a71b77be25757b07f7d413","gamma_noise","Gamma-noise","Through week 5",-0.0266960891277312
146,1146,"11b683568a8c7109187e0d518ad44753","gamma_noise","Gamma-noise","Through week 5",0.105858118862459
147,1147,"39e27a57bdf2c1c57e6c23b743348818","gamma_noise","Gamma-noise","Through week 5",-0.0983501226000663
148,1148,"08f76d2a0f0fd7c0c65c77a4e3db66f5","gamma_noise","Gamma-noise","Through week 5",0.0318225852152928
149,1149,"73fb1389d38e28b1daab2d44d648d7dc","gamma_noise","Gamma-noise","Through week 5",-0.82738721282491
150,1150,"4538cec1dfd416909e103d8882091c24","gamma_noise","Gamma-noise","Through week 5",-0.217423400451962
151,1151,"c30a72bbd9994edc5a6a1c2aed4242b1","gamma_noise","Gamma-noise","Through week 5",-0.354743509773763
152,1152,"6a9c86481f4a2482e1b37d74f117071e","gamma_noise","Gamma-noise","Through week 5",0.304774665762585
153,1153,"442e0ebc852ae02e3200593355a37960","gamma_noise","Gamma-noise","Through week 5",-0.0271785086289568
154,1154,"64361962d8cd28975836ca41ffba829e","gamma_noise","Gamma-noise","Through week 5",0.172498245271443
155,1155,"af7b6609489cc20efa3782fad07fa0d9","gamma_noise","Gamma-noise","Through week 5",0.11561273742298
156,1156,"9d0dfa99ebb269242e3d64e8a5fe517c","gamma_noise","Gamma-noise","Through week 5",-0.511264592921209
157,1157,"66c6e6745a642b2c128f396464ab9c36","gamma_noise","Gamma-noise","Through week 5",0.00620891560917279
158,1158,"8f8136ef754c0743bae4dd275c47bf9b","gamma_noise","Gamma-noise","Through week 5",-0.182165469294173
159,1159,"6eeed27f9e2c16bae4fa14c32548d476","gamma_noise","Gamma-noise","Through week 5",-0.0133208654134531
160,1160,"6fc5bd4defacec08d522e9606a883766","gamma_noise","Gamma-noise","Through week 5",-0.0582122975712651
161,1161,"a357237d620a342d728f96dc8aac5757","gamma_noise","Gamma-noise","Through week 5",-0.0448434522179731
162,1162,"4cc160a48b020eb4685997894bf01baf","gamma_noise","Gamma-noise","Through week 5",-0.136980325187613
163,1163,"e67c4eaea4e2842baa2a758c4beb2e82","gamma_noise","Gamma-noise","Through week 5",0.104402937912088
164,1164,"d690f07a51a75e813d73e446e77eb394","gamma_noise","Gamma-noise","Through week 5",-0.234236811924826
165,1165,"50366235ff21bfd0a4d01f895b905c92","gamma_noise","Gamma-noise","Through week 5",-0.370994971836256
166,1166,"495d59eeef0b219751064d03c686254d","gamma_noise","Gamma-noise","Through week 5",-0.223235530743904
167,1167,"b8bc66b5036c4f6bd977937ad6e2a29d","gamma_noise","Gamma-noise","Through week 5",0.109586366204817
168,1168,"d65d84681677642681932395599566ad","gamma_noise","Gamma-noise","Through week 5",-0.196653957410902
169,1169,"4b517b06b20afe2ab6f16f327d16edef","gamma_noise","Gamma-noise","Through week 5",-0.161626491244709
170,1170,"f32af8f5828cad3f276263ef3b9502fb","gamma_noise","Gamma-noise","Through week 5",-0.641501479012027
171,1171,"2ec9a3cf6058379814f756d7b9f93ea9","gamma_noise","Gamma-noise","Through week 5",-0.0329492718069754
172,1172,"68d41d2891a14e960534c955889a715f","gamma_noise","Gamma-noise","Through week 5",0.0357935559743088
173,1173,"b998c1e8401789afff3d7d34e1be5997","gamma_noise","Gamma-noise","Through week 5",-0.07340903488513
174,1174,"7a6ced56beec68835d7a03f46b6af6e8","gamma_noise","Gamma-noise","Through week 5",-0.287791197662793
175,1175,"2744bfdd13475fbe6815e8986de922fa","gamma_noise","Gamma-noise","Through week 5",-0.0625674243091534
176,1176,"c141df7878a0d44e38a58170b4492543","gamma_noise","Gamma-noise","Through week 5",-0.302607613008792
177,1177,"c17f97d975a2e6794ea31e8367d83e40","gamma_noise","Gamma-noise","Through week 5",0.224795659936411
178,1178,"4f3cc0d975b486260ecd02e9ed831df5","gamma_noise","Gamma-noise","Through week 5",-0.15389069628731
179,1179,"6d4a044da028c76d3fafc003136384eb","gamma_noise","Gamma-noise","Through week 5",-0.00260296765338799
180,1180,"ff3b24bb3a95e7b5178276b17e2c0dad","gamma_noise","Gamma-noise","Through week 5",-0.0436810759705494
181,1181,"80dfab2294dc854a8695d1c1ce6265d9","gamma_noise","Gamma-noise","Through week 5",-0.113539606615768
182,1182,"941f9c48ec56eb19b25786187b006f10","gamma_noise","Gamma-noise","Through week 5",0.0472502435183879
183,1183,"2dc5d7e9b3e15c740d490d788211573a","gamma_noise","Gamma-noise","Through week 5",-0.233630994602849
184,1184,"77c6e00a79e8c3b3df80e1c4b0ff8023","gamma_noise","Gamma-noise","Through week 5",-0.223053823338627
185,1185,"52e3986fb55b179cf59e4540a86a982d","gamma_noise","Gamma-noise","Through week 5",-0.621820093418709
186,1186,"ccc0636a72fb6ba022578cc100c8cb7c","gamma_noise","Gamma-noise","Through week 5",-0.173657160119415
187,1187,"7409506000aab5f15ec58cc3dd3fb72e","gamma_noise","Gamma-noise","Through week 5",0.210726967808525
188,1188,"0e1b1e567b5a85241d50f71772de9be1","gamma_noise","Gamma-noise","Through week 5",-0.17592255670313
189,1189,"02453cd2773e7494e1a4738ba6f3c7a1","gamma_noise","Gamma-noise","Through week 5",-0.361583549630157
190,1190,"e11e338409fdbfff7af641a286a93437","gamma_noise","Gamma-noise","Through week 5",-0.0537758756811537
191,1191,"88ccda7d997701880c9d0c636b220b1e","gamma_noise","Gamma-noise","Through week 5",-0.00831395817137971
192,1192,"9a5e00955ca9971800073dd3e4c28ad7","gamma_noise","Gamma-noise","Through week 5",-0.15145305400781
193,1193,"50b5e6cbc49ffa79634e56edd10b8bf0","gamma_noise","Gamma-noise","Through week 5",0.0267722124765189
194,1194,"1f0b118441ef88f9f7e1c86a5d22c593","gamma_noise","Gamma-noise","Through week 5",-0.331292291384173
195,1195,"4b29886fa0376b89caa9cc697a80dc98","gamma_noise","Gamma-noise","Through week 5",-0.159726913457026
196,1196,"4a7772e1b5862480e3537a3124e41c07","gamma_noise","Gamma-noise","Through week 5",-0.715174999941957
197,1197,"80e2caf0dbc5ddb7f96d7faf9fa1bf49","gamma_noise","Gamma-noise","Through week 5",-0.3841477694553
198,1198,"9cf5a39df21d5a234b9a57056ebe1360","gamma_noise","Gamma-noise","Through week 5",-0.252124046240083
199,1199,"f24eafb51b8268645a90a1a9cbcc2a5c","gamma_noise","Gamma-noise","Through week 5",0.139166937306445
200,1200,"2276182a83b89b4d2f8bfc96d14895ca","gamma_noise","Gamma-noise","Through week 5",-0.0600545992604869
1,1001,"64a1b5c02bdecc100b37ee56029391d3","bspline_B","B-spline","Through week 5",0.0925017288023974
2,1002,"e4e6b4250fb680a6bc44a4c1f239d72e","bspline_B","B-spline","Through week 5",0.210856031406185
3,1003,"18b73531d17fff4bf85fd3b8b65c91d6","bspline_B","B-spline","Through week 5",-0.635638685213391
4,1004,"bf8dcbec52b9c4d08f0b3a8b4e1b1840","bspline_B","B-spline","Through week 5",-0.0737444407596763
5,1005,"cb7e05dbf4c135d548daa37faf8888a1","bspline_B","B-spline","Through week 5",-0.0760890908069945
6,1006,"83a6fae95545d773b4ac09416fd8a73d","bspline_B","B-spline","Through week 5",-0.426742922209407
7,1007,"c23f10d0daa427c993e4ece1079ed751","bspline_B","B-spline","Through week 5",0.227527598481174
8,1008,"a0af209d0cf0d730b8b3834e0360ae95","bspline_B","B-spline","Through week 5",-0.109047913066423
9,1009,"51101219b554b4802624e043f09d6160","bspline_B","B-spline","Through week 5",0.0102732425388563
10,1010,"3658851b68a2ae24c2e8e9838200e49c","bspline_B","B-spline","Through week 5",-0.477050085220669
11,1011,"b0091463d341b4712ff6e9dd82a58abf","bspline_B","B-spline","Through week 5",0.00514118143660087
12,1012,"05f564b562cd69afde749fbba393d734","bspline_B","B-spline","Through week 5",-0.107928775521807
13,1013,"628dd9f33d5358ee7d358fcbbb9e1ec7","bspline_B","B-spline","Through week 5",0.0846533140253094
14,1014,"3ee86b29e7e61ffc7287cc8f5b47aeca","bspline_B","B-spline","Through week 5",-0.160349807439051
15,1015,"ae056eafb87645cec401ccb46346269b","bspline_B","B-spline","Through week 5",-0.0458630441889378
16,1016,"a714e996eac59ec21285ac81b9fb5223","bspline_B","B-spline","Through week 5",-0.162418434211719
17,1017,"c1dff99001cdd2a71a8c5de229779c6a","bspline_B","B-spline","Through week 5",-0.543517156959066
18,1018,"b6d242ccc65d51d758e56f6a2b2246d6","bspline_B","B-spline","Through week 5",-0.447299581479146
19,1019,"13d489a8a65aa7a169791da7e2e871a6","bspline_B","B-spline","Through week 5",0.0756461120263446
20,1020,"714f6bb12c5d63009433470452ca002b","bspline_B","B-spline","Through week 5",-0.187746243858326
21,1021,"c46a7b2a22c4a8bed8a3c2537dbc0243","bspline_B","B-spline","Through week 5",-0.165701852470433
22,1022,"37fb1b826b530c406841fb3dc0dd2a19","bspline_B","B-spline","Through week 5",-0.104671527271226
23,1023,"5391b651cef3ef3752fc04bfb4f6d8ab","bspline_B","B-spline","Through week 5",0.0120223142755657
24,1024,"f17101a77a91a5858651ca092461a15e","bspline_B","B-spline","Through week 5",-0.291260704184848
25,1025,"5bffd9597ff51651a7b3c018b0060e43","bspline_B","B-spline","Through week 5",-0.0594708933278019
26,1026,"7d638818fac5c183766d7bd337251990","bspline_B","B-spline","Through week 5",-0.0647667488664895
27,1027,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B","B-spline","Through week 5",-0.173815974638993
28,1028,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B","B-spline","Through week 5",0.0399207313650139
29,1029,"f88e4728f80479179227d46e3ae73be8","bspline_B","B-spline","Through week 5",-0.40329215133609
30,1030,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B","B-spline","Through week 5",-0.121539552157531
31,1031,"1f4f623a1599fc68865ccca5c8e38092","bspline_B","B-spline","Through week 5",-0.137520070696111
32,1032,"8b18f38744449f8e8c5016a5c62a9db0","bspline_B","B-spline","Through week 5",-0.0987830881814081
33,1033,"1c656b251cec47b7f90e7590d6f84c85","bspline_B","B-spline","Through week 5",0.0297087573900157
34,1034,"6295649cce30d443915163e1f486574c","bspline_B","B-spline","Through week 5",-0.0278830291300363
35,1035,"05c8b3ee0cc2e85807ddffab0af38be8","bspline_B","B-spline","Through week 5",-0.295339388772883
36,1036,"12e163742e3ae8e7eef3194a703ebcdb","bspline_B","B-spline","Through week 5",-0.372693934734889
37,1037,"129fa3be8b0ee7a384bf1d0e5525258e","bspline_B","B-spline","Through week 5",-0.160615161771431
38,1038,"2cb84ae4bd553be0419d1e71639da95a","bspline_B","B-spline","Through week 5",-0.548132538402374
39,1039,"42f80019227937c2a1292d80471ad885","bspline_B","B-spline","Through week 5",-0.10772368403307
40,1040,"ab1d08dee64fd498a66e009327aa8634","bspline_B","B-spline","Through week 5",-0.186607417024639
41,1041,"287dedf1d0604d7339bf2699355ae974","bspline_B","B-spline","Through week 5",-0.45028398885741
42,1042,"a0f4bf165f246f2d852e7cb15677c6d0","bspline_B","B-spline","Through week 5",-0.250777806959485
43,1043,"98bd9bf2f837f4d00af88dbb60b77b5c","bspline_B","B-spline","Through week 5",-0.227993338773151
44,1044,"7fc16f6007b4caa0fad7b388de798f61","bspline_B","B-spline","Through week 5",-0.0817925313864629
45,1045,"ea38700766ed00739f841a67050a1f0f","bspline_B","B-spline","Through week 5",-0.188691887010196
46,1046,"9df354b439dcb34c0723dc7a22427817","bspline_B","B-spline","Through week 5",0.18098121083061
47,1047,"a27592b2dc2d1f22ae7b3b7d52d6c6e8","bspline_B","B-spline","Through week 5",0.132031623435285
48,1048,"e149dfe63fefba3d9450d8ebe55e2be8","bspline_B","B-spline","Through week 5",-0.142478946855391
49,1049,"c24fd9ec2467b6f39b42b31426dcbff7","bspline_B","B-spline","Through week 5",-0.433352830424974
50,1050,"7dc1a3b5ba09f2ddcb65bf5b7422a9ed","bspline_B","B-spline","Through week 5",0.000932835872583951
51,1051,"900920f25b406cb0530e847b193e6c9b","bspline_B","B-spline","Through week 5",-0.166764260628449
52,1052,"94c869cc26cd44cd9de1033132a41b1b","bspline_B","B-spline","Through week 5",0.115326489154415
53,1053,"21c503be1bfd17d135902892b999365f","bspline_B","B-spline","Through week 5",-0.403604150529289
54,1054,"bb6ab35a8708f3f23940941298b79dbc","bspline_B","B-spline","Through week 5",-0.0986167784667989
55,1055,"7481513b9e19d7a30b033ad1490d6f16","bspline_B","B-spline","Through week 5",-0.544182290489867
56,1056,"08c1962e5f9bd4d5168d1afa7314d508","bspline_B","B-spline","Through week 5",0.0298033708138868
57,1057,"0fa2ff4b3c51077ca4a85e846724b31e","bspline_B","B-spline","Through week 5",-0.887187947143685
58,1058,"fb197f5caf6d73b93cf36910dcf5bd62","bspline_B","B-spline","Through week 5",-0.332179518907261
59,1059,"85c4aca3511ef3a6574f147464f1b8a6","bspline_B","B-spline","Through week 5",-0.344639433137674
60,1060,"0f9b10d21fc1c74a53d447b4ab6c4a76","bspline_B","B-spline","Through week 5",-0.156893710506105
61,1061,"ef64f00e9a05074fb3305ee8fb186803","bspline_B","B-spline","Through week 5",-0.146286116397627
62,1062,"a04acf843bb2ea72629f7c891c0bc0d1","bspline_B","B-spline","Through week 5",-0.177783991489444
63,1063,"0b8692e4c4282eea08c84c3a7521bdca","bspline_B","B-spline","Through week 5",-0.145220866206913
64,1064,"65224e6e0078d6ba21ee5d2bd4a6c743","bspline_B","B-spline","Through week 5",-0.395211666306448
65,1065,"d23c93587fac0bd4c1fffe812bf746e2","bspline_B","B-spline","Through week 5",-0.0552068192842502
66,1066,"b503c7aa16489912e1de4bcf79bdc277","bspline_B","B-spline","Through week 5",-0.0298468254203615
67,1067,"a64edf122ea9288d9cc5843d572b4219","bspline_B","B-spline","Through week 5",0.0798237818868615
68,1068,"e2dc17973047d198b1f70625999d7313","bspline_B","B-spline","Through week 5",-0.0310124583377915
69,1069,"8e4ff1513256eaffe3731b1dbc82ec29","bspline_B","B-spline","Through week 5",-0.172014876387106
70,1070,"3f39c2020f727aeaa01ef9ba099939bb","bspline_B","B-spline","Through week 5",-0.362953353380246
71,1071,"f8a2941f2630be877dd64b0b25a3e9dd","bspline_B","B-spline","Through week 5",-0.0346041865937051
72,1072,"4ef60d1f950055935545ba4d8849c6a4","bspline_B","B-spline","Through week 5",-0.0181177994091345
73,1073,"23ed6d0e534e19ffc952e0a9519e96fd","bspline_B","B-spline","Through week 5",-0.0943611082153014
74,1074,"44fe946085f2400c80cee533d6231e9a","bspline_B","B-spline","Through week 5",-0.250484893225705
75,1075,"0d820f5ccbfe13549eea216ee2513074","bspline_B","B-spline","Through week 5",-0.303357633099732
76,1076,"91d5e8bc67046e3d44e7a47924bb3404","bspline_B","B-spline","Through week 5",-0.0844683278830451
77,1077,"4fe16663f3cfd5b374d35dd29d9cdca8","bspline_B","B-spline","Through week 5",-0.160738435305614
78,1078,"83a908c8ed5455b6c9ef246884162afc","bspline_B","B-spline","Through week 5",-0.234221457171773
79,1079,"022bd08caeebfca4473b74c3678f71c2","bspline_B","B-spline","Through week 5",-0.317726291766798
80,1080,"0bfd2bd8ee2ddc3923c9cef719215e45","bspline_B","B-spline","Through week 5",0.0252696628814028
81,1081,"b3ce4c9c57f114ee806b5ede899e654c","bspline_B","B-spline","Through week 5",0.0485463736906571
82,1082,"345f145ce6e49d5527737547b7d7bcc9","bspline_B","B-spline","Through week 5",-0.0788450771379628
83,1083,"5cd6b677ff91eaefd7913f277989cb3a","bspline_B","B-spline","Through week 5",-0.0537117576534871
84,1084,"ec4eb27a1b0dc4aef15289699a23db33","bspline_B","B-spline","Through week 5",-0.409466168618709
85,1085,"f306053231f91c40dca3c621e8419b61","bspline_B","B-spline","Through week 5",-0.212035409871484
86,1086,"e89799bf4fcfc5e7d882e1a15e433b0c","bspline_B","B-spline","Through week 5",-0.66046647269368
87,1087,"83d5cd04167b4c25b941369e1cd89c12","bspline_B","B-spline","Through week 5",0.0144728965674676
88,1088,"e68e6eddaef14b8f6833f1889cb09727","bspline_B","B-spline","Through week 5",-0.0701172265408014
89,1089,"aa9cc98baf1a333684a7dcc3407aadc4","bspline_B","B-spline","Through week 5",-0.162728224951325
90,1090,"3b62c1a3abbc8f8d77b3f0094d799c08","bspline_B","B-spline","Through week 5",0.172842216080312
91,1091,"ffb0df50d948dd9dad8db95b89578130","bspline_B","B-spline","Through week 5",-0.130485109187351
92,1092,"42c5e41b64f024125d08f483c49d5109","bspline_B","B-spline","Through week 5",-0.20850018381197
93,1093,"7866b869b011f99e5a6d626fd2b53319","bspline_B","B-spline","Through week 5",-0.232528133997852
94,1094,"cb6e4431d9ef11ffbb0c3c60fc93a658","bspline_B","B-spline","Through week 5",-0.0163202966099008
95,1095,"e2c94ae6df04e9da8177ab346fbd245e","bspline_B","B-spline","Through week 5",-0.161189475895089
96,1096,"dce19abeba3755021094f84a48b227a7","bspline_B","B-spline","Through week 5",-0.125474461616347
97,1097,"5f10705eaab893b924c7745af7cbddc2","bspline_B","B-spline","Through week 5",0.026601634686156
98,1098,"a0c73b07405f66c422d099e5a3c08c54","bspline_B","B-spline","Through week 5",-0.353242695076717
99,1099,"9d985583339f37fbacb7140d4222662d","bspline_B","B-spline","Through week 5",-0.331397320637984
100,1100,"8ea86fffc296b32f99e63ed723d89d90","bspline_B","B-spline","Through week 5",0.220910999279166
101,1101,"51fea122ace66c28fcf6227076a2210d","bspline_B","B-spline","Through week 5",-0.272602197875722
102,1102,"87466aaae46506b8e351c34782985403","bspline_B","B-spline","Through week 5",-0.83016880412357
103,1103,"e898b26388bd31312b334e141687631d","bspline_B","B-spline","Through week 5",-0.0920967083419145
104,1104,"f7b481c3a4568173c9a99c1b4d8c5521","bspline_B","B-spline","Through week 5",-0.224210415775237
105,1105,"fda815e14a2797f663c51a8c3fc66eeb","bspline_B","B-spline","Through week 5",0.129817759476953
106,1106,"2ace1767dd5349b12ef5f3a5bd831ab8","bspline_B","B-spline","Through week 5",0.0779286720465134
