"task_id","best_run","B0_hat","sigma_beta_hat","trajectory_seed","Np","final_pf_logLik","t0_B","n_trajectory_times_including_t0","n_metric_times","path_semantics","parameter_uncertainty_integrated","filtering_mean_used_for_metrics"
175,5,4.32815474523391,0.165765288920363,195260900,50000,-208.344373723688,4.32815474523391,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
176,4,4.03926313621353,0.268217297033864,196260900,50000,-198.585309427011,4.03926313621353,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
177,5,4.67063646054874,0.338856094431887,197260900,50000,-188.266057233502,4.67063646054874,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
178,3,4.59371811320772,0.275353900781025,198260900,50000,-190.911696984291,4.59371811320772,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
179,7,4.14160099332108,0.255582581443078,199260900,50000,-191.186888595053,4.14160099332108,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
180,3,4.05449808515917,0.269744504713274,200260900,50000,-202.711278502396,4.05449808515917,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
181,7,3.99244860427352,0.191524913691775,201260900,50000,-198.962666878191,3.99244860427352,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
182,7,3.76704818304829,0.39306835457666,202260900,50000,-192.682051192565,3.76704818304829,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
183,4,3.84569611790806,0.402877317047047,203260900,50000,-186.563849484806,3.84569611790806,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
184,2,3.2587580308539,0.292939022548873,204260900,50000,-187.92626021186,3.2587580308539,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
185,6,3.41407754298343,0.292417317005855,205260900,50000,-162.089744956211,3.41407754298343,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
186,7,3.84159644729017,0.280791295199332,206260900,50000,-190.063316863001,3.84159644729017,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
187,8,4.57734332176602,0.178069209503878,207260900,50000,-195.098797171295,4.57734332176602,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
188,6,3.64308526865866,0.350326395693376,208260900,50000,-191.455053093431,3.64308526865866,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
189,7,3.253484367918,0.36078948869676,209260900,50000,-160.866346211287,3.253484367918,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
190,1,3.54583353071195,0.452085494709957,210260900,50000,-217.508496059549,3.54583353071195,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
191,5,4.92907186544843,0.374288683629418,211260900,50000,-199.09727268266,4.92907186544843,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
192,9,3.92054517910699,0.31780047303445,212260900,50000,-186.30658751154,3.92054517910699,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
193,7,3.98951732462636,0.203393893303196,213260900,50000,-203.083845532684,3.98951732462636,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
194,6,3.40454467454537,0.256875420313901,214260900,50000,-194.369463130081,3.40454467454537,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
195,6,3.69769631164585,0.235067436805491,215260900,50000,-188.803168410078,3.69769631164585,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
196,7,3.14729095972758,0.198903053691488,216260900,50000,-154.543739314324,3.14729095972758,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
197,4,3.43418524251958,0.298496093465198,217260900,50000,-197.000212065657,3.43418524251958,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
198,7,3.78277895141542,0.168932469079833,218260900,50000,-206.895073655138,3.78277895141542,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
199,3,4.23855300250356,0.275032907173687,219260900,50000,-190.64708608339,4.23855300250356,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
200,3,3.75632976347555,0.408136358941826,220260900,50000,-210.886369426115,3.75632976347555,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
