"task_id","simulation_seed","simulation_attempt","observed_data_md5","model","Nmif","best_run","start_B0","start_sigma_beta","start_Beta","B0_hat","sigma_beta_hat","Beta_hat","logLik","logLik_se","n_successful_pf_evals","final_pf_logLik","fit_success","final_pf_success","status"
11,1011,1,"b0091463d341b4712ff6e9dd82a58abf","gamma_noise",600,3,6,0.1,NA,4.3701129218307,0.235326686441372,NA,-220.047366722123,0.0205583118752732,5,-220.050313377024,TRUE,TRUE,"success"
12,1012,1,"05f564b562cd69afde749fbba393d734","gamma_noise",600,8,4,0.45,NA,4.35638080574245,0.409431109670015,NA,-192.812784269569,0.021275026386596,5,-192.86525373613,TRUE,TRUE,"success"
13,1013,1,"628dd9f33d5358ee7d358fcbbb9e1ec7","gamma_noise",600,1,2,0.1,NA,4.31632644601506,0.190985076252914,NA,-197.946453812945,0.0175457780947581,5,-197.97821704159,TRUE,TRUE,"success"
14,1014,1,"3ee86b29e7e61ffc7287cc8f5b47aeca","gamma_noise",600,2,4,0.1,NA,3.88179193819817,0.287774553221551,NA,-216.033772866638,0.0290696595744433,5,-216.102331487409,TRUE,TRUE,"success"
15,1015,1,"ae056eafb87645cec401ccb46346269b","gamma_noise",600,9,6,0.45,NA,3.86979617819585,0.285911801165317,NA,-210.256839044469,0.0206985108814936,5,-210.223979037396,TRUE,TRUE,"success"
16,1016,1,"a714e996eac59ec21285ac81b9fb5223","gamma_noise",600,1,2,0.1,NA,4.68349112974307,0.201288825925587,NA,-197.07156278386,0.00909030413112875,5,-197.054720377912,TRUE,TRUE,"success"
17,1017,1,"c1dff99001cdd2a71a8c5de229779c6a","gamma_noise",600,2,4,0.1,NA,3.5556849858964,0.354815553389069,NA,-165.554055397651,0.0217370591708987,5,-165.556201626239,TRUE,TRUE,"success"
18,1018,1,"b6d242ccc65d51d758e56f6a2b2246d6","gamma_noise",600,6,6,0.3,NA,3.59480880423398,0.191756436990882,NA,-174.008088282139,0.0161688006920593,5,-174.06576858895,TRUE,TRUE,"success"
19,1019,1,"13d489a8a65aa7a169791da7e2e871a6","gamma_noise",600,5,4,0.3,NA,4.25430812399156,0.343877372874314,NA,-191.611025372239,0.0150867504598291,5,-191.643710324281,TRUE,TRUE,"success"
20,1020,1,"714f6bb12c5d63009433470452ca002b","gamma_noise",600,7,2,0.45,NA,4.01404976636825,0.284970668909206,NA,-206.534665047698,0.0269996352636935,5,-206.539467663983,TRUE,TRUE,"success"
21,1021,1,"c46a7b2a22c4a8bed8a3c2537dbc0243","gamma_noise",600,5,4,0.3,NA,4.76241361681379,0.291791271937744,NA,-188.597676300924,0.0225588976165952,5,-188.59876166239,TRUE,TRUE,"success"
22,1022,1,"37fb1b826b530c406841fb3dc0dd2a19","gamma_noise",600,5,4,0.3,NA,4.25237433293879,0.201948752492013,NA,-185.268162670858,0.0161281635339758,5,-185.323815445351,TRUE,TRUE,"success"
23,1023,1,"5391b651cef3ef3752fc04bfb4f6d8ab","gamma_noise",600,6,6,0.3,NA,4.98581012674843,0.260194779703749,NA,-192.09612540642,0.0184367886632642,5,-192.051405899633,TRUE,TRUE,"success"
24,1024,1,"f17101a77a91a5858651ca092461a15e","gamma_noise",600,8,4,0.45,NA,3.356655374576,0.241572978613285,NA,-192.427775375609,0.0138976479492976,5,-192.410804013372,TRUE,TRUE,"success"
25,1025,1,"5bffd9597ff51651a7b3c018b0060e43","gamma_noise",600,6,6,0.3,NA,4.51555251293838,0.333466299182993,NA,-189.237378241064,0.0399477345659119,5,-189.389566383742,TRUE,TRUE,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","gamma_noise",600,7,2,0.45,NA,4.04137546732246,0.242050624327757,NA,-195.213123760064,0.0211156541478421,5,-195.211849651014,TRUE,TRUE,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","gamma_noise",600,2,4,0.1,NA,3.76993723070395,0.213750829218327,NA,-195.42408107666,0.0189078524188838,5,-195.506296156625,TRUE,TRUE,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","gamma_noise",600,5,4,0.3,NA,5.32709824597128,0.342946669668198,NA,-200.721368011115,0.0182654033337011,5,-200.740354950112,TRUE,TRUE,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","gamma_noise",600,7,2,0.45,NA,2.92558650565393,0.270715273622701,NA,-176.992125283521,0.0212079301023607,5,-177.068397987546,TRUE,TRUE,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","gamma_noise",600,3,6,0.1,NA,5.15541378279119,0.307095916206105,NA,-213.21592800361,0.0221848856835216,5,-213.303726884988,TRUE,TRUE,"success"
31,1031,1,"1f4f623a1599fc68865ccca5c8e38092","gamma_noise",600,6,6,0.3,NA,3.47627246969614,0.485607898878756,NA,-167.890744941691,0.0226699505607056,5,-167.91347168247,TRUE,TRUE,"success"
32,1032,1,"8b18f38744449f8e8c5016a5c62a9db0","gamma_noise",600,4,2,0.3,NA,4.59886543104495,0.241231939475234,NA,-207.025634644555,0.0243108359762294,5,-207.119015897013,TRUE,TRUE,"success"
33,1033,1,"1c656b251cec47b7f90e7590d6f84c85","gamma_noise",600,3,6,0.1,NA,4.6512496532773,0.165323222596121,NA,-209.769105417738,0.0245300621323849,5,-209.80810979048,TRUE,TRUE,"success"
34,1034,1,"6295649cce30d443915163e1f486574c","gamma_noise",600,4,2,0.3,NA,4.21865357355027,0.217161839822521,NA,-188.802429051806,0.0152817279878105,5,-188.807639856666,TRUE,TRUE,"success"
35,1035,1,"05c8b3ee0cc2e85807ddffab0af38be8","gamma_noise",600,1,2,0.1,NA,2.98899346899186,0.305095473869199,NA,-191.413970568065,0.0164462946282578,5,-191.410065624364,TRUE,TRUE,"success"
36,1036,1,"12e163742e3ae8e7eef3194a703ebcdb","gamma_noise",600,4,2,0.3,NA,3.92305416664292,0.210268763015494,NA,-190.486469017118,0.0224345973736854,5,-190.437000171487,TRUE,TRUE,"success"
37,1037,1,"129fa3be8b0ee7a384bf1d0e5525258e","gamma_noise",600,7,2,0.45,NA,5.11333946694445,0.396563855403086,NA,-188.157264951311,0.0342122408312613,5,-188.170499187883,TRUE,TRUE,"success"
38,1038,1,"2cb84ae4bd553be0419d1e71639da95a","gamma_noise",600,8,4,0.45,NA,2.8062514381148,0.292049205538512,NA,-163.17053293922,0.0161798763918403,5,-163.20044146148,TRUE,TRUE,"success"
39,1039,1,"42f80019227937c2a1292d80471ad885","gamma_noise",600,7,2,0.45,NA,4.86022537362628,0.325433307697304,NA,-207.367700702366,0.0637609452329651,5,-207.46641659876,TRUE,TRUE,"success"
40,1040,1,"ab1d08dee64fd498a66e009327aa8634","gamma_noise",600,4,2,0.3,NA,4.11717612322445,0.262093623398586,NA,-191.253258335685,0.00978476687664238,5,-191.303558754687,TRUE,TRUE,"success"
41,1041,1,"287dedf1d0604d7339bf2699355ae974","gamma_noise",600,1,2,0.1,NA,2.86533301573636,0.411940232691038,NA,-189.707960442827,0.0137784690505523,5,-189.660798198879,TRUE,TRUE,"success"
42,1042,1,"a0f4bf165f246f2d852e7cb15677c6d0","gamma_noise",600,7,2,0.45,NA,4.10436646302228,0.285824804538657,NA,-210.622807908949,0.0250818846210196,5,-210.581207026267,TRUE,TRUE,"success"
43,1043,1,"98bd9bf2f837f4d00af88dbb60b77b5c","gamma_noise",600,3,6,0.1,NA,3.28787637381487,0.325067325284131,NA,-198.103510982361,0.0233186591453396,5,-197.991314663453,TRUE,TRUE,"success"
44,1044,1,"7fc16f6007b4caa0fad7b388de798f61","gamma_noise",600,6,6,0.3,NA,4.09489733167581,0.236948702934853,NA,-201.605248624786,0.0135320489601223,5,-201.707845603248,TRUE,TRUE,"success"
45,1045,2,"ea38700766ed00739f841a67050a1f0f","gamma_noise",600,7,2,0.45,NA,4.01643561219604,0.322768884330993,NA,-195.042320948486,0.0160051312466339,5,-195.125609268811,TRUE,TRUE,"success"
46,1046,1,"9df354b439dcb34c0723dc7a22427817","gamma_noise",600,8,4,0.45,NA,4.55777363818565,0.224997322555095,NA,-199.894885222596,0.0244001294033907,5,-199.890523914581,TRUE,TRUE,"success"
47,1047,2,"a27592b2dc2d1f22ae7b3b7d52d6c6e8","gamma_noise",600,5,4,0.3,NA,4.33328064288542,0.194132630181523,NA,-192.265855031812,0.0131098910648676,5,-192.300601041034,TRUE,TRUE,"success"
48,1048,2,"e149dfe63fefba3d9450d8ebe55e2be8","gamma_noise",600,4,2,0.3,NA,4.38190651244374,0.247616822144682,NA,-183.84999599472,0.00931087958577502,5,-183.856971897886,TRUE,TRUE,"success"
49,1049,1,"c24fd9ec2467b6f39b42b31426dcbff7","gamma_noise",600,8,4,0.45,NA,3.19182668314167,0.312826667554434,NA,-165.070429020469,0.0162542525388529,5,-165.108529541755,TRUE,TRUE,"success"
50,1050,1,"7dc1a3b5ba09f2ddcb65bf5b7422a9ed","gamma_noise",600,7,2,0.45,NA,4.85806798449719,0.172530286625397,NA,-199.767975798722,0.0101623372520735,5,-199.78600774617,TRUE,TRUE,"success"
51,1051,1,"900920f25b406cb0530e847b193e6c9b","gamma_noise",600,7,2,0.45,NA,4.18876514525306,0.267541023223538,NA,-206.087383567639,0.0102495125203711,5,-206.099667799491,TRUE,TRUE,"success"
52,1052,1,"94c869cc26cd44cd9de1033132a41b1b","gamma_noise",600,6,6,0.3,NA,5.60562431238314,0.333055110647481,NA,-202.387352187071,0.0091201733290086,5,-202.425332398571,TRUE,TRUE,"success"
53,1053,1,"21c503be1bfd17d135902892b999365f","gamma_noise",600,7,2,0.45,NA,3.467469140148,0.253815923019533,NA,-193.831200645727,0.0286988051184695,5,-193.881885064663,TRUE,TRUE,"success"
54,1054,1,"bb6ab35a8708f3f23940941298b79dbc","gamma_noise",600,3,6,0.1,NA,4.84815308306351,0.333684810062054,NA,-197.449330268365,0.0623519072517952,5,-197.450944968729,TRUE,TRUE,"success"
55,1055,1,"7481513b9e19d7a30b033ad1490d6f16","gamma_noise",600,4,2,0.3,NA,3.15137713721574,0.199266787535533,NA,-175.15753001983,0.0259030125495267,5,-175.177256785207,TRUE,TRUE,"success"
56,1056,1,"08c1962e5f9bd4d5168d1afa7314d508","gamma_noise",600,7,2,0.45,NA,4.49479577841289,0.249703377217698,NA,-188.403098343772,0.0175413273155248,5,-188.432247690401,TRUE,TRUE,"success"
57,1057,1,"0fa2ff4b3c51077ca4a85e846724b31e","gamma_noise",600,9,6,0.45,NA,2.96657349176721,0.150762626516729,NA,-128.894285115155,0.0135502524202809,5,-128.945737644222,TRUE,TRUE,"success"
58,1058,1,"fb197f5caf6d73b93cf36910dcf5bd62","gamma_noise",600,4,2,0.3,NA,3.02258149811622,0.319663897180349,NA,-188.023219726763,0.026622684660295,5,-188.141677741901,TRUE,TRUE,"success"
59,1059,1,"85c4aca3511ef3a6574f147464f1b8a6","gamma_noise",600,5,4,0.3,NA,3.54858266701584,0.244785141967417,NA,-197.886574273641,0.0203028256031154,5,-197.862985925364,TRUE,TRUE,"success"
60,1060,1,"0f9b10d21fc1c74a53d447b4ab6c4a76","gamma_noise",600,3,6,0.1,NA,4.59775336761294,0.209522099751791,NA,-206.978752289343,0.018167457897379,5,-206.998190605801,TRUE,TRUE,"success"
61,1061,1,"ef64f00e9a05074fb3305ee8fb186803","gamma_noise",600,5,4,0.3,NA,3.86888974334327,0.258515323689224,NA,-207.403423784704,0.0254646378837129,5,-207.532792171873,TRUE,TRUE,"success"
62,1062,1,"a04acf843bb2ea72629f7c891c0bc0d1","gamma_noise",600,5,4,0.3,NA,3.96255925190926,0.316255083804518,NA,-192.906157004164,0.0320848768793026,5,-192.801152950453,TRUE,TRUE,"success"
63,1063,1,"0b8692e4c4282eea08c84c3a7521bdca","gamma_noise",600,6,6,0.3,NA,4.39612622322308,0.289485598234757,NA,-189.666789479561,0.0223091682619375,5,-189.628585198167,TRUE,TRUE,"success"
64,1064,1,"65224e6e0078d6ba21ee5d2bd4a6c743","gamma_noise",600,9,6,0.45,NA,3.69575370127629,0.164107587815922,NA,-189.100390315282,0.0587896549181858,5,-189.086255855222,TRUE,TRUE,"success"
65,1065,1,"d23c93587fac0bd4c1fffe812bf746e2","gamma_noise",600,9,6,0.45,NA,3.81050745897594,0.330493200713744,NA,-200.134647554634,0.0573804629097794,5,-200.17294220276,TRUE,TRUE,"success"
66,1066,1,"b503c7aa16489912e1de4bcf79bdc277","gamma_noise",600,1,2,0.1,NA,4.51954029389844,0.270301928742872,NA,-208.935484438497,0.0300795751338211,5,-208.861185476076,TRUE,TRUE,"success"
67,1067,1,"a64edf122ea9288d9cc5843d572b4219","gamma_noise",600,9,6,0.45,NA,4.41247351339493,0.247563638602665,NA,-187.859213606211,0.0170510668817139,5,-187.854107996304,TRUE,TRUE,"success"
68,1068,1,"e2dc17973047d198b1f70625999d7313","gamma_noise",600,6,6,0.3,NA,4.76447391511577,0.308054568076765,NA,-192.511066133444,0.015686331190123,5,-192.522911717244,TRUE,TRUE,"success"
69,1069,1,"8e4ff1513256eaffe3731b1dbc82ec29","gamma_noise",600,2,4,0.1,NA,3.25196328606292,0.43293212418848,NA,-177.940293367022,0.0316060436952647,5,-177.982733525537,TRUE,TRUE,"success"
70,1070,1,"3f39c2020f727aeaa01ef9ba099939bb","gamma_noise",600,9,6,0.45,NA,3.69447801797349,0.321583785874902,NA,-183.299971721779,0.0277812440664545,5,-183.301054190857,TRUE,TRUE,"success"
71,1071,1,"f8a2941f2630be877dd64b0b25a3e9dd","gamma_noise",600,3,6,0.1,NA,4.29276664792338,0.281972497363177,NA,-208.35848683743,0.0270367760970703,5,-208.331065574755,TRUE,TRUE,"success"
72,1072,1,"4ef60d1f950055935545ba4d8849c6a4","gamma_noise",600,5,4,0.3,NA,4.21323050820464,0.290825202830218,NA,-186.609735144992,0.0137790514010143,5,-186.639753702112,TRUE,TRUE,"success"
73,1073,1,"23ed6d0e534e19ffc952e0a9519e96fd","gamma_noise",600,8,4,0.45,NA,4.18578325237821,0.19893442474471,NA,-192.692296000406,0.0167906446564805,5,-192.690948259441,TRUE,TRUE,"success"
74,1074,1,"44fe946085f2400c80cee533d6231e9a","gamma_noise",600,2,4,0.1,NA,3.99076698719519,0.250022956617175,NA,-200.184623123106,0.0231338888404015,5,-200.249550730586,TRUE,TRUE,"success"
75,1075,1,"0d820f5ccbfe13549eea216ee2513074","gamma_noise",600,9,6,0.45,NA,3.42544950505614,0.276287168925441,NA,-182.742650742388,0.0122949221197773,5,-182.685115593666,TRUE,TRUE,"success"
76,1076,1,"91d5e8bc67046e3d44e7a47924bb3404","gamma_noise",600,1,2,0.1,NA,4.61381729898002,0.283431182719256,NA,-212.875825785923,0.0278673077317816,5,-212.908601504411,TRUE,TRUE,"success"
77,1077,1,"4fe16663f3cfd5b374d35dd29d9cdca8","gamma_noise",600,2,4,0.1,NA,4.16004505755072,0.269679158394244,NA,-192.774236753124,0.0179308248519096,5,-192.752767213311,TRUE,TRUE,"success"
78,1078,1,"83a908c8ed5455b6c9ef246884162afc","gamma_noise",600,8,4,0.45,NA,3.39408674300312,0.250893499834074,NA,-207.089956960304,0.0224882467813798,5,-207.167211168223,TRUE,TRUE,"success"
79,1079,1,"022bd08caeebfca4473b74c3678f71c2","gamma_noise",600,8,4,0.45,NA,4.51684729059142,0.26679277618158,NA,-199.151681244106,0.00896029290283083,5,-199.154191331855,TRUE,TRUE,"success"
80,1080,1,"0bfd2bd8ee2ddc3923c9cef719215e45","gamma_noise",600,8,4,0.45,NA,3.94028995204483,0.290404456855346,NA,-189.601759422029,0.00668393736367909,5,-189.714234791145,TRUE,TRUE,"success"
81,1081,1,"b3ce4c9c57f114ee806b5ede899e654c","gamma_noise",600,3,6,0.1,NA,4.28659588428749,0.255287292724649,NA,-193.493729410069,0.016191859219458,5,-193.477238113986,TRUE,TRUE,"success"
82,1082,1,"345f145ce6e49d5527737547b7d7bcc9","gamma_noise",600,2,4,0.1,NA,3.99138287711575,0.402115269716415,NA,-187.977770131353,0.0184864245732342,5,-188.033538599233,TRUE,TRUE,"success"
83,1083,1,"5cd6b677ff91eaefd7913f277989cb3a","gamma_noise",600,1,2,0.1,NA,3.84535031773376,0.40928458129181,NA,-191.044824318916,0.00339564924837311,5,-191.068413690154,TRUE,TRUE,"success"
84,1084,1,"ec4eb27a1b0dc4aef15289699a23db33","gamma_noise",600,4,2,0.3,NA,3.11847165735148,0.287633491877436,NA,-168.880374079646,0.0150585851505181,5,-168.915952042281,TRUE,TRUE,"success"
85,1085,1,"f306053231f91c40dca3c621e8419b61","gamma_noise",600,1,2,0.1,NA,3.93402612894668,0.229918569747754,NA,-196.215009498413,0.0334189955469903,5,-196.359010059043,TRUE,TRUE,"success"
86,1086,1,"e89799bf4fcfc5e7d882e1a15e433b0c","gamma_noise",600,4,2,0.3,NA,4.17799431084375,0.360554298662853,NA,-147.834119917219,0.0155093862642742,5,-147.894607045367,TRUE,TRUE,"success"
87,1087,1,"83d5cd04167b4c25b941369e1cd89c12","gamma_noise",600,9,6,0.45,NA,4.78166169454878,0.174123013722542,NA,-209.865934537145,0.00793577258919004,5,-209.932849905852,TRUE,TRUE,"success"
88,1088,1,"e68e6eddaef14b8f6833f1889cb09727","gamma_noise",600,2,4,0.1,NA,4.21013674426387,0.238014673792874,NA,-208.702230403063,0.0131604730506728,5,-208.790310515667,TRUE,TRUE,"success"
89,1089,1,"aa9cc98baf1a333684a7dcc3407aadc4","gamma_noise",600,7,2,0.45,NA,3.4534937439549,0.305249892882986,NA,-184.196430285377,0.0172378785708056,5,-184.233095035257,TRUE,TRUE,"success"
90,1090,1,"3b62c1a3abbc8f8d77b3f0094d799c08","gamma_noise",600,6,6,0.3,NA,4.43329782127382,0.198011931151467,NA,-191.957121730436,0.00723534584570929,5,-191.961799013183,TRUE,TRUE,"success"
91,1091,1,"ffb0df50d948dd9dad8db95b89578130","gamma_noise",600,8,4,0.45,NA,4.11467040384037,0.252978235969706,NA,-184.978680081296,0.0203997693639071,5,-185.092700376387,TRUE,TRUE,"success"
92,1092,2,"42c5e41b64f024125d08f483c49d5109","gamma_noise",600,4,2,0.3,NA,3.87174406294678,0.364004254606102,NA,-190.572886399252,0.0289689315521505,5,-190.682690402145,TRUE,TRUE,"success"
93,1093,1,"7866b869b011f99e5a6d626fd2b53319","gamma_noise",600,4,2,0.3,NA,4.29207490531253,0.234045912413175,NA,-196.030785860101,0.0228915065239765,5,-196.104810809467,TRUE,TRUE,"success"
94,1094,1,"cb6e4431d9ef11ffbb0c3c60fc93a658","gamma_noise",600,2,4,0.1,NA,4.47869493465805,0.45665257535177,NA,-212.253604370973,0.0466089607584096,5,-212.304276583301,TRUE,TRUE,"success"
95,1095,1,"e2c94ae6df04e9da8177ab346fbd245e","gamma_noise",600,3,6,0.1,NA,4.25205954292908,0.203145972095158,NA,-187.422321523864,0.0162360165099993,5,-187.420243343979,TRUE,TRUE,"success"
96,1096,1,"dce19abeba3755021094f84a48b227a7","gamma_noise",600,3,6,0.1,NA,3.78508017396365,0.326791676992399,NA,-188.615353986738,0.0121962142380495,5,-188.643302076682,TRUE,TRUE,"success"
97,1097,1,"5f10705eaab893b924c7745af7cbddc2","gamma_noise",600,3,6,0.1,NA,4.88706673743313,0.280423049294689,NA,-204.06047785773,0.0299236708267241,5,-204.137313729719,TRUE,TRUE,"success"
98,1098,1,"a0c73b07405f66c422d099e5a3c08c54","gamma_noise",600,1,2,0.1,NA,3.36230542616314,0.39635456982773,NA,-173.711632595621,0.0195584292351925,5,-173.792793212284,TRUE,TRUE,"success"
99,1099,1,"9d985583339f37fbacb7140d4222662d","gamma_noise",600,4,2,0.3,NA,2.9198412253976,0.275750441192143,NA,-181.452586657069,0.0267323606223356,5,-181.558669362641,TRUE,TRUE,"success"
100,1100,1,"8ea86fffc296b32f99e63ed723d89d90","gamma_noise",600,1,2,0.1,NA,4.39379954156373,0.152049552998714,NA,-198.744361002824,0.015133431073957,5,-198.779037618249,TRUE,TRUE,"success"
101,1101,1,"51fea122ace66c28fcf6227076a2210d","gamma_noise",600,3,6,0.1,NA,3.31518101492568,0.278212159688984,NA,-182.79200370397,0.0217334107049169,5,-182.780572588079,TRUE,TRUE,"success"
102,1102,2,"87466aaae46506b8e351c34782985403","gamma_noise",600,1,2,0.1,NA,3.35036132692978,0.155171377216555,NA,-138.983606835544,0.0260922338112241,5,-139.055585421579,TRUE,TRUE,"success"
103,1103,1,"e898b26388bd31312b334e141687631d","gamma_noise",600,3,6,0.1,NA,4.30235430024316,0.295936622727366,NA,-195.785068203544,0.0239233439317277,5,-195.787929191401,TRUE,TRUE,"success"
104,1104,1,"f7b481c3a4568173c9a99c1b4d8c5521","gamma_noise",600,9,6,0.45,NA,3.57687272492552,0.296864820388984,NA,-179.808940836091,0.00634528707656367,5,-179.817433298479,TRUE,TRUE,"success"
105,1105,1,"fda815e14a2797f663c51a8c3fc66eeb","gamma_noise",600,4,2,0.3,NA,3.98230322866278,0.443060864041345,NA,-200.230373592724,0.0173135951533911,5,-200.258729605489,TRUE,TRUE,"success"
106,1106,1,"2ace1767dd5349b12ef5f3a5bd831ab8","gamma_noise",600,7,2,0.45,NA,3.79051820093186,0.373794007579827,NA,-190.987854558565,0.0216791384531404,5,-191.020602766923,TRUE,TRUE,"success"
107,1107,1,"d3c22607503e5f474a3f5ebe80ebdf3d","gamma_noise",600,8,4,0.45,NA,4.6851497112267,0.239777626673306,NA,-203.719984270359,0.0283981331232005,5,-203.747535184524,TRUE,TRUE,"success"
108,1108,1,"68aa1cfbcec0e4ea336983e4d1e49773","gamma_noise",600,1,2,0.1,NA,5.97584691546161,0.36726194868717,NA,-207.401544420897,0.0100545249485923,5,-207.474457565222,TRUE,TRUE,"success"
109,1109,1,"64378d1cf8147aa375c77012a1f6217d","gamma_noise",600,2,4,0.1,NA,3.36148583400175,0.247067051709503,NA,-179.60340260613,0.0179993051229718,5,-179.581255554875,TRUE,TRUE,"success"
110,1110,1,"4c9bdb3191d72e532b9af0440b61821e","gamma_noise",600,2,4,0.1,NA,4.28774104940972,0.255975672242653,NA,-199.638004665179,0.020000707073998,5,-199.704886863729,TRUE,TRUE,"success"
111,1111,1,"90bc4d41e3adeb7ca6a265e34199593d","gamma_noise",600,6,6,0.3,NA,4.75591677239819,0.333172185978212,NA,-187.99331226232,0.0118013017950311,5,-188.004400566936,TRUE,TRUE,"success"
112,1112,1,"2de6dbe92e20217bcb1faa713be3c7e9","gamma_noise",600,1,2,0.1,NA,4.87308580095077,0.41601369391683,NA,-185.825760583734,0.00475518441861767,5,-185.865353977038,TRUE,TRUE,"success"
113,1113,1,"62d44f5b5cf3a1a10474477b2836ac7c","gamma_noise",600,5,4,0.3,NA,4.3330521174424,0.210200924534354,NA,-199.205062118417,0.0176827759343253,5,-199.290273265294,TRUE,TRUE,"success"
114,1114,1,"e8aa5c36f38132f5ccc9683b131a520e","gamma_noise",600,3,6,0.1,NA,4.26875915224325,0.273257963459359,NA,-190.776430002502,0.0215455925291481,5,-190.802767205613,TRUE,TRUE,"success"
115,1115,1,"527c2542099f691a2a03e60fc5521e3b","gamma_noise",600,1,2,0.1,NA,4.69078840530162,0.231513080020304,NA,-210.182810648224,0.0189463363384061,5,-210.153924384629,TRUE,TRUE,"success"
116,1116,1,"493ff3d28fe2680d1b7fc1f343262be6","gamma_noise",600,6,6,0.3,NA,4.54332886834747,0.150839288351842,NA,-200.193769599557,0.0223143028044505,5,-200.193894886343,TRUE,TRUE,"success"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,6,6,0.3,NA,3.61026637785311,0.345283889826574,NA,-184.226689324809,0.0270194287762131,5,-184.241573557222,TRUE,TRUE,"success"
118,1118,1,"4fe04592b1bd1b0073226474bda79a17","gamma_noise",600,4,2,0.3,NA,3.97793607819659,0.252983389068171,NA,-198.70247667064,0.0137814408514879,5,-198.635073587588,TRUE,TRUE,"success"
119,1119,1,"53a63bcc974e882529742ef97a8b74d5","gamma_noise",600,8,4,0.45,NA,4.13193286837739,0.230685061246178,NA,-204.884578066607,0.032190704443783,5,-204.923687508341,TRUE,TRUE,"success"
120,1120,1,"4d64fbb86d0c71298cfafd74891b1601","gamma_noise",600,2,4,0.1,NA,3.38593539246386,0.199947360520856,NA,-183.57361070103,0.0174397046719145,5,-183.631736894815,TRUE,TRUE,"success"
121,1121,1,"fc119966f9fa86c9beb582f612bc73ec","gamma_noise",600,4,2,0.3,NA,4.08500257321605,0.235730755397595,NA,-202.094638711649,0.0123720858627193,5,-202.173554677127,TRUE,TRUE,"success"
122,1122,1,"2de2afe17b444c1be6ab135102d2e749","gamma_noise",600,5,4,0.3,NA,4.14162992246076,0.243822540720695,NA,-181.863157721951,0.0266284867684209,5,-181.915848970483,TRUE,TRUE,"success"
123,1123,1,"8b49cbb9e926a62a502c208b4a74393a","gamma_noise",600,4,2,0.3,NA,4.61002834153732,0.482045336456506,NA,-190.397620445564,0.0182240396260612,5,-190.455673612504,TRUE,TRUE,"success"
124,1124,2,"fee16d34d4badef781de40b823c932b3","gamma_noise",600,2,4,0.1,NA,4.35305742394861,0.304980064896895,NA,-190.144873438311,0.0220226655687641,5,-190.077280949117,TRUE,TRUE,"success"
