"task_id","model","RSS","RMSE","mean_error","AOB","mean_error_before_5","mean_error_after_5"
153,"gamma_noise",13.8350777217296,0.444571667398272,-0.0742958506623873,0.0742958506623873,-0.0905678146738392,-0.0589278846515717
154,"gamma_noise",11.4127805256276,0.403781774965983,0.0990931324530322,0.0990931324530322,0.0345302287335977,0.160069208188054
155,"gamma_noise",31.6821553791742,0.672757177369731,-0.182557578004899,0.182557578004899,-0.150095956492774,-0.213215776099683
156,"gamma_noise",30.9439190565139,0.66487291005246,-0.480845670194177,0.480845670194177,-0.483019929913853,-0.478792202681149
157,"gamma_noise",82.4317856252297,1.08517138623504,0.644903230646051,0.644903230646051,0.0956663090862465,1.16362698989698
158,"gamma_noise",26.1139718597772,0.610783710370504,0.0394299723056,0.0394299723056,-0.225474169979734,0.289617217797304
159,"gamma_noise",20.4496529624808,0.540497825586756,0.196471686443034,0.196471686443034,-0.0749208742103586,0.452786882615682
160,"gamma_noise",14.7512269075896,0.459055348477245,0.115979888294891,0.115979888294891,0.0556738326517615,0.172935607513402
161,"gamma_noise",21.6945805099957,0.556706905574401,0.132556176659614,0.132556176659614,0.0296836931835833,0.229713522164754
162,"gamma_noise",31.3931123152328,0.669681292164231,-0.295654726842443,0.295654726842443,-0.0241835465576708,-0.552044174889172
163,"gamma_noise",85.8440449700302,1.1074039459799,0.544714366556661,0.544714366556661,-0.0677428547981596,1.1231461867251
164,"gamma_noise",26.2599895982709,0.612488945652676,-0.126119024470964,0.126119024470964,-0.0109451567336909,-0.234894344000611
165,"gamma_noise",15.0117701466589,0.463091631578443,0.107861217199132,0.107861217199132,-0.0586843839198432,0.26515428492261
166,"gamma_noise",19.9655609670504,0.534062074603029,-0.112667977629532,0.112667977629532,0.0524986846857006,-0.268658714260584
167,"gamma_noise",37.7862620873654,0.73471337547728,-0.337558822981675,0.337558822981675,-0.100162190890752,-0.561766753289769
168,"gamma_noise",19.859434912818,0.532640791753934,-0.310028702357332,0.310028702357332,-0.47732664894588,-0.152025086134815
169,"gamma_noise",22.4042493556626,0.565739078622729,-0.243184053941571,0.243184053941571,-0.249189360707608,-0.237512375329203
170,"gamma_noise",85.8201613627291,1.10724988380304,-0.841428722387778,0.841428722387778,-0.810140451750741,-0.870978755767202
171,"gamma_noise",27.1178225981569,0.622412616909358,-0.22974361692708,0.22974361692708,-0.0485637524067283,-0.400857933418522
172,"gamma_noise",26.3539860692463,0.613584155006424,0.253198144152402,0.253198144152402,0.29511374202271,0.213611190608222
173,"gamma_noise",57.9381613832013,0.909773609069871,0.516762120374178,0.516762120374178,0.0807484364303532,0.92855282187668
174,"gamma_noise",22.7090353174743,0.569574218385658,-0.114486330438816,0.114486330438816,-0.0334132775517715,-0.191055324832136
175,"gamma_noise",34.2778035276832,0.699773468729939,0.19746987612878,0.19746987612878,-0.398934835445988,0.76074099261606
176,"gamma_noise",18.5490525979114,0.514768361192148,-0.280260771364816,0.280260771364816,-0.442668830849123,-0.126875381851859
177,"gamma_noise",35.496561925402,0.712105147988313,-0.248084988180425,0.248084988180425,0.184094643716426,-0.65625464052745
178,"gamma_noise",26.4050202086099,0.614177966397943,-0.13665775661304,0.13665775661304,0.148703215458744,-0.406165341347503
179,"gamma_noise",19.3710850036884,0.526051124670386,-0.206351872521487,0.206351872521487,-0.115942285217516,-0.291738704975238
180,"gamma_noise",9.83908346920027,0.374911103162189,0.11935127666308,0.11935127666308,-0.00826101999036911,0.239874001280227
181,"gamma_noise",19.8443526941923,0.532438496705653,0.191323892694557,0.191323892694557,-0.194413148085006,0.555631097875256
182,"gamma_noise",33.9032612643561,0.695939870805313,0.00927897951201931,0.00927897951201931,0.260966328442944,-0.228425738922743
183,"gamma_noise",55.6310624967752,0.891476003176556,-0.557118417744753,0.557118417744753,-0.214636433352534,-0.880573625226292
184,"gamma_noise",26.5040557576915,0.615328666622173,-0.284470407465484,0.284470407465484,-0.113267261452448,-0.446162267588907
185,"gamma_noise",52.0141832544173,0.862009141933767,-0.60338286690737,0.60338286690737,-0.965677181412059,-0.261216014319607
186,"gamma_noise",44.2987663482082,0.795512111322083,-0.378348037258658,0.378348037258658,-0.0514343463777139,-0.687099856423994
187,"gamma_noise",24.8029085378893,0.595253949862569,0.215984291361717,0.215984291361717,0.0307849558055931,0.390894774942502
188,"gamma_noise",44.6036153240041,0.79824463958653,-0.113058730086727,0.113058730086727,-0.0692384463925688,-0.154444553575654
189,"gamma_noise",32.289360245833,0.679173449820053,-0.0865534711432325,0.0865534711432325,0.201363544939467,-0.35847509744356
190,"gamma_noise",95.2974806163202,1.16678729005468,0.458887857351045,0.458887857351045,-0.0965720740548597,0.983488903678843
191,"gamma_noise",18.3534880941624,0.512047543749077,0.00505499154378583,0.00505499154378583,0.0487273005338459,-0.0361910780579375
192,"gamma_noise",16.4490112981895,0.484753417407678,-0.277488833057497,0.277488833057497,-0.297106544924092,-0.258960994072379
193,"gamma_noise",49.0098673118657,0.83674426296096,0.533946026266407,0.533946026266407,-0.0091651762336853,1.04688438418316
194,"gamma_noise",31.4092673366751,0.669853580340778,0.179014865137602,0.179014865137602,-0.221611686568728,0.55738438619358
195,"gamma_noise",21.4345912221412,0.553361044916056,-0.145273411121328,0.145273411121328,-0.179720596779677,-0.112739957999554
196,"gamma_noise",28.1231547925744,0.633844897573243,-0.1455245380768,0.1455245380768,-0.513922585702984,0.202406951347928
197,"gamma_noise",31.5368238186498,0.67121237663808,0.0544852946143318,0.0544852946143318,-0.13020861495679,0.228918431431503
