"task_id","model","best_run","best_logLik","second_best_logLik","logLik_gap","n_successful_starts"
165,"constant_B",2,-207.075591423032,-207.124362255923,0.0487708328909946,6
166,"constant_B",6,-224.188064966131,-226.905177743318,2.717112777187,6
167,"constant_B",3,-211.423107423879,-211.463715954531,0.0406085306520083,6
168,"constant_B",3,-205.28047345619,-205.847459631772,0.566986175582002,6
169,"constant_B",1,-201.696045302105,-201.701447310561,0.00540200845600225,6
170,"constant_B",4,-162.736604966525,-162.736707687067,0.000102720542002999,6
171,"constant_B",6,-213.563896590115,-214.14576374137,0.581867151254983,6
172,"constant_B",1,-211.440587464595,-211.869609715934,0.429022251338978,6
173,"constant_B",4,-221.408081992872,-221.448114209244,0.0400322163719977,6
174,"constant_B",6,-209.577177667528,-209.633675357573,0.0564976900450063,6
175,"constant_B",6,-217.467583082641,-217.507767552411,0.0401844697699971,6
176,"constant_B",4,-209.968458453921,-210.057875035358,0.0894165814370069,6
177,"constant_B",2,-205.866566056885,-207.959593227071,2.09302717018599,6
178,"constant_B",4,-208.494369127538,-208.60931720525,0.114948077712,6
179,"constant_B",6,-211.905239741109,-212.193225333581,0.287985592472012,6
180,"constant_B",6,-221.375773424237,-222.053813498729,0.678040074492003,6
181,"constant_B",4,-214.222003610336,-214.496332459824,0.274328849488,6
182,"constant_B",6,-223.358799010166,-227.283366060866,3.92456705070001,6
183,"constant_B",4,-209.529653032692,-210.295553376754,0.765900344061976,6
184,"constant_B",2,-215.831420750964,-216.009904439193,0.178483688228994,6
185,"constant_B",6,-168.65201938435,-168.684792106234,0.0327727218839868,6
186,"constant_B",6,-210.801023470922,-210.823875779916,0.022852308994004,6
187,"constant_B",3,-206.546364067462,-206.561248368774,0.0148843013119802,6
188,"constant_B",2,-225.827906216487,-226.155900570983,0.327994354495985,6
189,"constant_B",4,-185.314535989618,-185.337968352401,0.0234323627829838,6
190,"constant_B",6,-238.516596055923,-239.028203686146,0.511607630223011,6
191,"constant_B",1,-216.872232341142,-217.67144872042,0.799216379277993,6
192,"constant_B",2,-214.495781519203,-214.548223379812,0.0524418606089796,6
193,"constant_B",1,-217.420606173952,-217.712996225474,0.292390051522005,6
194,"constant_B",1,-212.626159726322,-212.674563923066,0.0484041967440021,6
195,"constant_B",6,-205.322900927783,-205.516969006492,0.194068078708995,6
196,"constant_B",3,-155.65984782693,-155.668100127456,0.00825230052601,6
197,"constant_B",2,-209.947255992685,-210.086614313279,0.139358320593999,6
198,"constant_B",4,-216.923680832553,-216.933705339262,0.0100245067089872,6
199,"constant_B",3,-219.492449121225,-219.995499094935,0.503049973710006,6
200,"constant_B",5,-232.336568820309,-233.224192644398,0.88762382408899,6
