"task_id","simulation_seed","simulation_attempt","observed_data_md5","model","Nmif","run","start_id","start_source","mif_seed","evaluation_seed_base","start_b1","start_b2","start_b3","start_b4","start_b5","start_b6","independently_evaluated_logLik","logLik_se","n_successful_pf_evals","eligible_for_selection","status","error_message","selected"
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","bspline_B",600,9,9,"random",22270200,22270300,0.827614579953168,0.494639670858851,0.317206155591295,0.938968437354509,0.617831249575481,0.277298879490608,-187.712886769485,0.00529656006215102,5,TRUE,"success",NA,FALSE
2,1002,1,"e4e6b4250fb680a6bc44a4c1f239d72e","bspline_B",600,10,10,"random",22271200,22271300,2.07728959152821,1.23224175358193,1.44945432878765,1.86607474562256,1.40343551523711,1.10430402928348,-187.716326377605,0.0102606303221611,5,TRUE,"success",NA,FALSE
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","bspline_B",600,1,1,"constant_B3",23262200,23262300,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,-135.456827712451,0.0247392803137502,5,TRUE,"success",NA,FALSE
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","bspline_B",600,2,2,"constant_B4",23263200,23263300,1.38629436111989,1.38629436111989,1.38629436111989,1.38629436111989,1.38629436111989,1.38629436111989,-135.478730508845,0.0243218651985957,5,TRUE,"success",NA,FALSE
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","bspline_B",600,3,3,"declining_B4_to_B2",23264200,23264300,1.38629436111989,1.2476649250079,1.10903548889591,0.970406052783923,0.831776616671934,0.693147180559945,-135.500140176527,0.0283581387978472,5,TRUE,"success",NA,FALSE
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","bspline_B",600,4,4,"random",23265200,23265300,1.76669900640764,1.61323465410802,1.2906222637247,1.75291828703101,1.93197538591542,1.79468617288373,-135.428429176227,0.0386299920228821,5,TRUE,"success",NA,TRUE
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","bspline_B",600,5,5,"random",23266200,23266300,0.199642432563088,0.678489421556079,0.912559048860186,0.721600484065973,0.66720241254091,0.558610670787346,-135.488163620272,0.025186216289013,5,TRUE,"success",NA,FALSE
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","bspline_B",600,6,6,"random",23267200,23267300,1.63174237321665,1.05705447842416,1.74100223939592,1.76490751023374,1.19695773873926,1.11729528009066,-135.612485513854,0.028328331215335,5,TRUE,"success",NA,FALSE
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","bspline_B",600,7,7,"random",23268200,23268300,1.50140762224191,1.54949653198004,1.40514214754124,1.74545892178817,1.96556516181724,1.64367493020401,-135.479455934294,0.0250413138787376,5,TRUE,"success",NA,FALSE
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","bspline_B",600,8,8,"random",23269200,23269300,1.33915507542655,0.766555816501408,0.956788826532046,0.508707020205267,0.944018558269261,0.80607117551143,-135.535635032558,0.0220487059368497,5,TRUE,"success",NA,FALSE
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","bspline_B",600,9,9,"random",23270200,23270300,0.691852986431482,1.31761224586058,1.11826602414432,0.611845361494324,1.76239674693648,0.980534007279298,-135.493579315501,0.0101150151836602,5,TRUE,"success",NA,FALSE
3,1003,1,"18b73531d17fff4bf85fd3b8b65c91d6","bspline_B",600,10,10,"random",23271200,23271300,1.27885060854007,2.07944154167984,1.95711038738552,1.42930176753125,1.67096949888767,2.07944154167984,-135.483678897526,0.0278865910238015,5,TRUE,"success",NA,FALSE
4,1004,1,"bf8dcbec52b9c4d08f0b3a8b4e1b1840","bspline_B",600,1,1,"constant_B3",24262200,24262300,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,-200.435767359638,0.00976489057391001,5,TRUE,"success",NA,FALSE
4,1004,1,"bf8dcbec52b9c4d08f0b3a8b4e1b1840","bspline_B",600,2,2,"constant_B4",24263200,24263300,1.38629436111989,1.38629436111989,1.38629436111989,1.38629436111989,1.38629436111989,1.38629436111989,-200.441146157578,0.0159604689342912,5,TRUE,"success",NA,FALSE
4,1004,1,"bf8dcbec52b9c4d08f0b3a8b4e1b1840","bspline_B",600,3,3,"declining_B4_to_B2",24264200,24264300,1.38629436111989,1.2476649250079,1.10903548889591,0.970406052783923,0.831776616671934,0.693147180559945,-200.437229040692,0.0126613759081507,5,TRUE,"success",NA,FALSE
4,1004,1,"bf8dcbec52b9c4d08f0b3a8b4e1b1840","bspline_B",600,4,4,"random",24265200,24265300,1.07917218655519,1.24941901145436,1.35919177816866,1.05178160621449,1.26072806320368,1.06745003148082,-200.460294770393,0.00886363667451596,5,TRUE,"success",NA,FALSE
4,1004,1,"bf8dcbec52b9c4d08f0b3a8b4e1b1840","bspline_B",600,5,5,"random",24266200,24266300,1.50998019488321,1.80228347788706,2.07944154167984,1.93531156935647,1.25260781170349,1.37303763339235,-200.439931517969,0.0105622495221994,5,TRUE,"success",NA,FALSE
