"task_id","simulation_seed","simulation_attempt","observed_data_md5","model","Nmif","week","B_estimate","B_true","trajectory_seed","path_semantics"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,4.85714285714286,3.38932382937479,4,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,5,3.13630069725876,4,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,5.14285714285714,2.81051714917739,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,5.28571428571429,2.74364863673054,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,5.42857142857143,2.90561104942379,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,5.57142857142857,2.62389203629434,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,5.71428571428571,2.5130143219642,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,5.85714285714286,2.4430025448517,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,6,2.4048331610143,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,6.14285714285714,2.45711463819408,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,6.28571428571429,2.39643781430744,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,6.42857142857143,2.49171012801833,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,6.57142857142857,2.46390062838611,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,6.71428571428571,2.26658940618075,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,6.85714285714286,2.56806388343739,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,7,2.74418190425355,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,7.14285714285714,2.7346577669871,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,7.28571428571429,2.44378187250609,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,7.42857142857143,2.75550524589116,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,7.57142857142857,2.79278697212374,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,7.71428571428571,2.57056856983813,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,7.85714285714286,2.34006695130648,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,8,2.25091778401638,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,8.14285714285714,2.20881901469979,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,8.28571428571428,2.07365053892451,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,8.42857142857143,1.95916847490288,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,8.57142857142857,1.85449804961819,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,8.71428571428571,1.80089715042197,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,8.85714285714286,1.66262675762776,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,9,1.75518451850792,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,9.14285714285714,1.69037591650599,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,9.28571428571428,1.81596615059777,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,9.42857142857143,1.78289103830189,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,9.57142857142857,1.9133146540598,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,9.71428571428571,1.8736240954456,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,9.85714285714286,1.93887231830277,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
1,1001,1,"64a1b5c02bdecc100b37ee56029391d3","gamma_noise",600,10,2.22590735907648,2,21260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,0.142857142857143,4.22352146430107,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,0.285714285714286,4.08556998733018,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,0.428571428571429,3.78900241591837,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,0.571428571428571,3.49318887867592,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,0.714285714285714,3.2661010544567,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,0.857142857142857,3.23990033730099,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,1,3.6233602001413,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,1.14285714285714,3.91112724394974,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,1.28571428571429,3.6590331491625,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,1.42857142857143,4.03059833602158,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,1.57142857142857,3.45761650444335,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,1.71428571428571,3.66046121747064,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,1.85714285714286,4.00795034012404,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,2,4.81744247324725,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,2.14285714285714,3.88594619456848,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,2.28571428571429,3.58047550993798,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,2.42857142857143,3.77570837505284,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,2.57142857142857,3.31870697428222,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,2.71428571428571,3.09344471052403,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,2.85714285714286,3.09162235345315,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,3,3.38663312005039,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,3.14285714285714,3.4088619971846,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,3.28571428571429,3.79998978689913,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,3.42857142857143,4.36674378738908,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,3.57142857142857,5.21720781503865,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,3.71428571428571,4.54768590562448,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,3.85714285714286,4.48984949956499,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,4,4.20713119117139,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,4.14285714285714,3.90214742404519,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,4.28571428571429,3.45057214183488,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,4.42857142857143,3.56209742831056,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,4.57142857142857,3.57989990992881,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,4.71428571428571,3.74707375261471,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,4.85714285714286,3.06857499642807,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,5,2.35325763881914,4,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,5.14285714285714,2.37787774973929,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,5.28571428571429,1.9530906927513,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,5.42857142857143,1.72821554847608,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,5.57142857142857,2.04788955595569,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,5.71428571428571,2.42806314046275,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,5.85714285714286,1.90626302662092,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,6,2.01895466276213,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,6.14285714285714,1.83657056850102,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,6.28571428571429,1.79623526034964,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,6.42857142857143,2.32424449056564,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,6.57142857142857,2.37047964508878,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,6.71428571428571,2.26297484184493,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,6.85714285714286,2.26719576933388,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,7,2.7245378637992,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,7.14285714285714,2.57876821092418,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,7.28571428571429,2.8880213919026,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,7.42857142857143,2.98793403437275,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,7.57142857142857,2.72247333245146,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,7.71428571428571,2.49068500146264,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,7.85714285714286,2.21586592592916,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,8,2.3962060413967,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,8.14285714285714,2.33181665536802,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,8.28571428571428,2.89925077795189,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,8.42857142857143,2.84355175551595,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,8.57142857142857,3.1181025486229,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,8.71428571428571,3.05801664342445,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,8.85714285714286,2.78167120776035,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,9,3.26489125859256,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,9.14285714285714,3.43967373420835,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,9.28571428571428,4.02917614261939,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,9.42857142857143,4.25577832577906,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,9.57142857142857,3.64077726402131,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,9.71428571428571,4.04841859989793,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,9.85714285714286,4.59288349055245,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
117,1117,1,"64dffb15867fda5ef262e2caf0e46bbf","gamma_noise",600,10,4.2447986211491,2,137260900,"ancestry_preserving_sampled_latent_trajectory"
